,is_unpruned,model_tag,dataset,chi2_p_means,chi2_p_ranges,combined_p_means,effect_ranges,effect_means,combined_p_ranges
0,False,MNIST,mnist,2.6169589477329904e-12,0.19721329216373865,3.723754033316546e-07,5.141353764405247,1.0541477633692238,0.7724322190752355
1,False,MNIST,mnist,4.397937084470599e-14,0.00038508620367039026,1.3413721296894763e-08,9.705171131074552,1.033126212819605,0.9846315541246891
2,False,MNIST,mnist,1.4678921141674556e-16,0.00411004705444791,1.1944875440477394e-08,10.098530962868548,1.0241155139924987,0.9677027702616396
3,False,MNIST,mnist,8.338513780065943e-13,0.08775936176687672,5.80277712200345e-08,3.0353951418761667,1.0236030389869277,0.511108528540156
4,False,MNIST,mnist,1.9857395037406648e-17,0.03470003247516087,2.653024235839265e-09,11.079279095561315,1.0254379731745216,0.9762319365749467
5,False,FASHION,fashion,1.7599354645505323e-11,8.55622017836984e-09,7.730191111025226e-06,inf,1.2029140162952918,0.8615767497765013
6,False,FASHION,fashion,3.306689906905468e-11,0.0015049321858395801,9.302282138441275e-05,730047796742.0854,1.0908693040031718,0.2198356333000947
7,False,FASHION,fashion,4.910231955756401e-22,0.03408330649352693,1.6279727318298395e-07,397817967089.82794,1.1475173989456953,0.7137568775771189
8,False,FASHION,fashion,4.660709308667274e-18,0.037762686559816946,5.270227931872985e-06,inf,1.1269185083243907,0.145371234587997
9,False,FASHION,fashion,9.311097595300649e-08,0.0025869109569265484,4.420464757985418e-05,inf,1.1538599780248828,0.51316591573986
10,False,POLY,poly,2.9100503786449814e-07,3.804319238446875e-06,0.03740229216363875,0.8105610002657576,13.022902034163598,1.1851579779161311e-05
11,False,POLY,poly,2.018893263351687e-06,3.528865322317953e-16,0.051683761721209504,0.8173904671015281,4.388534464960238,1.0575730878209244e-06
12,False,POLY,poly,7.539385083818954e-06,9.31115236907364e-12,0.002276825974779483,0.8645244292602499,7.511498228125726,6.353361275407511e-07
13,False,POLY,poly,0.0002214766382487835,6.197746737070379e-11,0.824747445421293,0.9289072070194989,18.803896763233645,3.2596906276861476e-05
14,False,POLY,poly,0.0007101178343501256,1.0394811576973707e-15,0.34578203681498576,1.1970398863517362,7.763134198239645,9.403570131065622e-07
